# SegDINO Rank 2
# Run ID: 20260131_16_4080b703
# Backbone: facebook/dinov3-vits16-pretrain-lvd1689m
# Best IoU: 0.1360
epoch,train_loss,val_loss,dice,iou,epoch_duration,cumulative_duration
1,0.699545,0.562466,0.213218,0.129337,674.9,674.9
2,0.525953,0.553887,0.222309,0.135964,670.1,1345.1
