# SegDINO Rank 8
# Run ID: 20260131_22_843639a2
# Backbone: facebook/dinov3-vits16-pretrain-lvd1689m
# Best IoU: 0.1338
epoch,train_loss,val_loss,dice,iou,epoch_duration,cumulative_duration
1,0.572458,0.553238,0.218102,0.133770,322.6,322.6
